Título,Idioma,Extensión,Colección,link_descarga,link_epub,image_url,enlace_drive_exp
Jornadas postreras (1903-1912),Español,Lectura cómoda,Historia del Arte,http://bdh-rd.bne.es/high.raw?id=0000157965&name=00000001.epub&attachment=Jornadas%20postreras%20%281903-1912%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000157965&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000157965&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1B9Wr-o9fDYGDQ-7Uylu-p2DeYuFymNTo
¡Arriba España!,Español,Lectura rápida,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000260575&name=00000001.epub&attachment=%C2%A1Arriba%20Espa%C3%B1a%21.epub,https://bdh-rd.bne.es/epub.vm?id=0000260575&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000260575&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1-KMYLg9rdbMYvYd0QiZAru2XPTfhvI8E
Un faccioso más y algunos frailes menos,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201170&name=00000001.epub&attachment=Un%20faccioso%20m%C3%A1s%20y%20algunos%20frailes%20menos.epub,https://bdh-rd.bne.es/epub.vm?id=0000201170&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201170&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1gxKi3aZHFy4at-WhlZEWfI8A0T6B0H48
Poesías originales y traducidas,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000090192&name=00000001.epub&attachment=Poes%C3%ADas%20originales%20y%20traducidas.epub,https://bdh-rd.bne.es/epub.vm?id=0000090192&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000090192&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1qkUQCqTG0NXDbAbt7ZKhI6UfiiPxrxFb
El viaje intelectual : impresiones de naturaleza y arte. Primera serie,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000129221&name=00000001.epub&attachment=El%20viaje%20intelectual%20%3A%20impresiones%20de%20naturaleza%20y%20arte.%20Primera%20serie.epub,https://bdh-rd.bne.es/epub.vm?id=0000129221&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000129221&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1fR_PCzwOuAcj8207XoWZ3ReBg7xZ7G1x
"La España medicinal o sea, Relación de las virtudes curativas de las aguas mínero-medicinales más acreditadas de la península española",Español,Lectura rápida,Ciencias médicas,http://bdh-rd.bne.es/high.raw?id=0000107035&name=00000001.epub&attachment=La%20Espa%C3%B1a%20medicinal%20o%20sea%2C%20Relaci%C3%B3n%20de%20las%20virtudes%20curativas%20de%20las%20aguas%20m%C3%ADnero-medicinales%20m%C3%A1s%20acreditadas%20de%20la%20pen%C3%ADnsula%20espa%C3%B1ola.epub,https://bdh-rd.bne.es/epub.vm?id=0000107035&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107035&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1DYMGuWhLafyjvjHReh0TiWjj0-ZHhan9
Historia de Filipinas. Tomo I,Español,Lectura rápida,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000098048&name=00000001.epub&attachment=Historia%20de%20Filipinas.%20Tomo%20I.epub,https://bdh-rd.bne.es/epub.vm?id=0000098048&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000098048&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Tv8xwKFxaa8bQ7H-XgBBCO8wUDeejVBC
Vida y misterios de la gloriosa Virgen María,Español,Lectura sustanciosa,Religión y Mística,http://bdh-rd.bne.es/high.raw?id=0000290949&name=00000001.epub&attachment=Vida%20y%20misterios%20de%20la%20gloriosa%20Virgen%20Mar%C3%ADa.epub,https://bdh-rd.bne.es/epub.vm?id=0000290949&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000290949&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1wqsrFLmAgo39JZlFv5NRJ--Q--XI7dY0
Lo científico en la historia,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000191889&name=00000001.epub&attachment=Lo%20cient%C3%ADfico%20en%20la%20historia.epub,https://bdh-rd.bne.es/epub.vm?id=0000191889&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000191889&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1JleWZ3tGpJXkwDAI-95k04zuzreQN9NM
El trasplantat,Catalán,Lectura exprés,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000192409&name=00000001.epub&attachment=El%20trasplantat.epub,https://bdh-rd.bne.es/epub.vm?id=0000192409&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192409&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1tVv6p3Bt4D0vhEesBES1DHQoViuds0D9
"El alma de Andalucía, en sus mejores coplas amorosas escogidas entre más de 22000",Español,Lectura sustanciosa,Otros,http://bdh-rd.bne.es/high.raw?id=0000290812&name=00000001.epub&attachment=El%20alma%20de%20Andaluc%C3%ADa%2C%20en%20sus%20mejores%20coplas%20amorosas%20escogidas%20entre%20m%C3%A1s%20de%2022000.epub,https://bdh-rd.bne.es/epub.vm?id=0000290812&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000290812&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1WgoWN8qdoyaRR9m0-osNtetZsI4UC2LR
"El alma de Andalucía, en sus mejores coplas amorosas escogidas entre más de 22000",Español,Lectura sustanciosa,Otros,http://bdh-rd.bne.es/high.raw?id=0000290812&name=00000001.epub&attachment=El%20alma%20de%20Andaluc%C3%ADa%2C%20en%20sus%20mejores%20coplas%20amorosas%20escogidas%20entre%20m%C3%A1s%20de%2022000.epub,https://bdh-rd.bne.es/epub.vm?id=0000290812&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000290812&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1WgoWN8qdoyaRR9m0-osNtetZsI4UC2LR
El mecanismo de la reacción química : discurso leído en la solemne sesión inaugural del curso académico de 1924-25 por el Ilmo. señor D. José Rodríguez Mourelo el día 5 de noviembre de 1924,Español,Lectura exprés,Ciencias puras,http://bdh-rd.bne.es/high.raw?id=0000205786&name=00000001.epub&attachment=El%20mecanismo%20de%20la%20reacci%C3%B3n%20qu%C3%ADmica%20%3A%20discurso%20le%C3%ADdo%20en%20la%20solemne%20sesi%C3%B3n%20inaugural%20del%20curso%20acad%C3%A9mico%20de%201924-25%20por%20el%20Ilmo.%20se%C3%B1or%20D.%20Jos%C3%A9%20Rodr%C3%ADguez%20Mourelo%20el%20d%C3%ADa%205%20de%20noviembre%20de%201924.epub,https://bdh-rd.bne.es/epub.vm?id=0000205786&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000205786&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1xskltHnTO4w5vS10g3ca7HhYRyz3ssXH
El mecanismo de la reacción química : discurso leído en la solemne sesión inaugural del curso académico de 1924-25 por el Ilmo. señor D. José Rodríguez Mourelo el día 5 de noviembre de 1924,Español,Lectura exprés,Ciencias puras,http://bdh-rd.bne.es/high.raw?id=0000205786&name=00000001.epub&attachment=El%20mecanismo%20de%20la%20reacci%C3%B3n%20qu%C3%ADmica%20%3A%20discurso%20le%C3%ADdo%20en%20la%20solemne%20sesi%C3%B3n%20inaugural%20del%20curso%20acad%C3%A9mico%20de%201924-25%20por%20el%20Ilmo.%20se%C3%B1or%20D.%20Jos%C3%A9%20Rodr%C3%ADguez%20Mourelo%20el%20d%C3%ADa%205%20de%20noviembre%20de%201924.epub,https://bdh-rd.bne.es/epub.vm?id=0000205786&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000205786&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1xskltHnTO4w5vS10g3ca7HhYRyz3ssXH
"Colón en España estudio histórico-crítico sobre la vida y hechos del descubridor del Nuevo Mundo : personas, doctrinas y sucesos que contribuyeron al descubrimiento",Español,Lectura sustanciosa,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000112026&name=00000001.epub&attachment=Col%C3%B3n%20en%20Espa%C3%B1a%20estudio%20hist%C3%B3rico-cr%C3%ADtico%20sobre%20la%20vida%20y%20hechos%20del%20descubridor%20del%20Nuevo%20Mundo%20%3A%20personas%2C%20doctrinas%20y%20sucesos%20que%20contribuyeron%20al%20descubrimiento.epub,https://bdh-rd.bne.es/epub.vm?id=0000112026&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000112026&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1n9S5qw6E5kJDGegdU8iUAzO_GE6xG10r
"Colón en España estudio histórico-crítico sobre la vida y hechos del descubridor del Nuevo Mundo : personas, doctrinas y sucesos que contribuyeron al descubrimiento",Español,Lectura sustanciosa,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000112026&name=00000001.epub&attachment=Col%C3%B3n%20en%20Espa%C3%B1a%20estudio%20hist%C3%B3rico-cr%C3%ADtico%20sobre%20la%20vida%20y%20hechos%20del%20descubridor%20del%20Nuevo%20Mundo%20%3A%20personas%2C%20doctrinas%20y%20sucesos%20que%20contribuyeron%20al%20descubrimiento.epub,https://bdh-rd.bne.es/epub.vm?id=0000112026&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000112026&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1n9S5qw6E5kJDGegdU8iUAzO_GE6xG10r
En el umbral del misterio,Español,Lectura cómoda,Filosofía y Psicología,http://bdh-rd.bne.es/high.raw?id=0000045433&name=00000001.epub&attachment=En%20el%20umbral%20del%20misterio.epub,https://bdh-rd.bne.es/epub.vm?id=0000045433&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000045433&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1GXGMNLWOIQWj5JYHqkkDzSPvHgR-pp0r
Hacia la gnosis : ciencia y teosofía,Español,Lectura cómoda,Filosofía y Psicología,http://bdh-rd.bne.es/high.raw?id=0000045574&name=00000001.epub&attachment=Hacia%20la%20gnosis%20%3A%20ciencia%20y%20teosof%C3%ADa.epub,https://bdh-rd.bne.es/epub.vm?id=0000045574&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000045574&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1aF3FpmequwgCW940PG2eVbzgsuXXYyut
Antología poética,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200856&name=00000001.epub&attachment=Antolog%C3%ADa%20po%C3%A9tica.epub,https://bdh-rd.bne.es/epub.vm?id=0000200856&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200856&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1lrCc9cqUR5On2ciYyfP1BkAydj7wO-GO
Antología poética,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000269735&name=00000001.epub&attachment=Antolog%C3%ADa+po%C3%A9tica+%5BTexto+impreso%5D.epub,https://bdh-rd.bne.es/epub.vm?id=0000269735&page=1#epubcfi(/6/2[id-cover]!/4/1:0),,https://drive.google.com/uc?export=view&id=1vH-5Z-MWm7YZkevEHQa1cmpXSwA_YNwo
Libro de buen amor,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000014406&name=00000001.epub&attachment=Libro%20de%20buen%20amor.epub,https://bdh-rd.bne.es/epub.vm?id=0000014406&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000014406&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1HRadujWRqzyImdKlxkKfUUGmHwjF66ub
El burro del tío Antón : novela original,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000236179&name=00000001.epub&attachment=El%20burro%20del%20t%C3%ADo%20Ant%C3%B3n%20%3A%20novela%20original.epub,https://bdh-rd.bne.es/epub.vm?id=0000236179&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000236179&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1nPVpG35X0yjhGwpXo8DF_nT3MgL2c-fk
Munera pulveris : (sobre economía política),Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201309&name=00000001.epub&attachment=Munera%20pulveris%20%3A%20%28sobre%20econom%C3%ADa%20pol%C3%ADtica%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000201309&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201309&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1PnTVP8wggWb_32AQIpP_6B0EUHKTABMf
El Problema Eugénico punto de vista de una mujer moderna,Español,Lectura rápida,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000164706&name=00000001.epub&attachment=El%20Problema%20Eug%C3%A9nico%20punto%20de%20vista%20de%20una%20mujer%20moderna.epub,https://bdh-rd.bne.es/epub.vm?id=0000164706&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000164706&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1ohc53ktOXXpmzj58rtXo5grgEtqOtd9T
Bosqueig històric i bibliogràfic de les festes de moros i cristians,Catalán,Lectura cómoda,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000261142&name=00000001.epub&attachment=Bosqueig%20hist%C3%B2ric%20i%20bibliogr%C3%A0fic%20de%20les%20festes%20de%20moros%20i%20cristians.epub,https://bdh-rd.bne.es/epub.vm?id=0000261142&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000261142&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1DGZEaUl65Wyt69iNoJM4JFeWSCNg5wT4
Fábulas de Samaniego,Español,Lectura cómoda,Literatura del Siglo XVIII,http://bdh-rd.bne.es/high.raw?id=0000188175&name=00000001.epub&attachment=F%C3%A1bulas%20de%20Samaniego.epub,https://bdh-rd.bne.es/epub.vm?id=0000188175&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000188175&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1N48irA7VJnxHczfN7pp-tZ7iM12g-H_s
Cuentos del sábado,Español,Lectura rápida,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000187650&name=00000001.epub&attachment=Cuentos%20del%20s%C3%A1bado.epub,https://bdh-rd.bne.es/epub.vm?id=0000187650&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000187650&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=19xA2uYkGyRIT2uefL3zV3M1BPHvHlNDX
Cuentos del sábado,Español,Lectura rápida,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000187650&name=00000001.epub&attachment=Cuentos%20del%20s%C3%A1bado.epub,https://bdh-rd.bne.es/epub.vm?id=0000187650&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000187650&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=19xA2uYkGyRIT2uefL3zV3M1BPHvHlNDX
Cuentos del sábado,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000187650&name=00000001.epub&attachment=Cuentos%20del%20s%C3%A1bado.epub,https://bdh-rd.bne.es/epub.vm?id=0000187650&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000187650&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=19xA2uYkGyRIT2uefL3zV3M1BPHvHlNDX
Cuentos del sábado,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000187650&name=00000001.epub&attachment=Cuentos%20del%20s%C3%A1bado.epub,https://bdh-rd.bne.es/epub.vm?id=0000187650&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000187650&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=19xA2uYkGyRIT2uefL3zV3M1BPHvHlNDX
El individuo y la reforma social,Español,Lectura sustanciosa,Filosofía y Psicología,http://bdh-rd.bne.es/high.raw?id=0000223442&name=00000001.epub&attachment=El%20individuo%20y%20la%20reforma%20social.epub,https://bdh-rd.bne.es/epub.vm?id=0000223442&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000223442&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1q6A_a9do4n-5yiAmHME82auIrZhSe5Yp
Verdades dulces y amargas : páginas para la mujer,Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000188180&name=00000001.epub&attachment=Verdades%20dulces%20y%20amargas%20%3A%20p%C3%A1ginas%20para%20la%20mujer.epub,https://bdh-rd.bne.es/epub.vm?id=0000188180&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000188180&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1JiBC1ZL6Pu6VgbqTjQicXdJjpFcfgT1e
El socialismo y el movimiento social en el siglo XIX,Español,Lectura rápida,Ensayos,http://bdh-rd.bne.es/high.raw?id=0000224832&name=00000001.epub&attachment=El%20socialismo%20y%20el%20movimiento%20social%20en%20el%20siglo%20XIX.epub,https://bdh-rd.bne.es/epub.vm?id=0000224832&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000224832&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1XxYIwMPT7rBqo6phEzaH-7ImekvOxVgr
"Odas, poemas, leyendas",Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000107803&name=00000001.epub&attachment=Odas%2C%20poemas%2C%20leyendas.epub,https://bdh-rd.bne.es/epub.vm?id=0000107803&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107803&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jPJSqXuPMuPotfT-Vd8W3QhzXgHAZyua
"Odas, poemas, leyendas",Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000107803&name=00000001.epub&attachment=Odas%2C%20poemas%2C%20leyendas.epub,https://bdh-rd.bne.es/epub.vm?id=0000107803&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107803&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jPJSqXuPMuPotfT-Vd8W3QhzXgHAZyua
"Odas, poemas, leyendas",Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000107803&name=00000001.epub&attachment=Odas%2C%20poemas%2C%20leyendas.epub,https://bdh-rd.bne.es/epub.vm?id=0000107803&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107803&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jPJSqXuPMuPotfT-Vd8W3QhzXgHAZyua
"Odas, poemas, leyendas",Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000107803&name=00000001.epub&attachment=Odas%2C%20poemas%2C%20leyendas.epub,https://bdh-rd.bne.es/epub.vm?id=0000107803&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107803&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jPJSqXuPMuPotfT-Vd8W3QhzXgHAZyua
Paseos por Roma,Español,Lectura cómoda,Viajes,http://bdh-rd.bne.es/high.raw?id=0000191708&name=00000001.epub&attachment=Paseos%20por%20Roma.epub,https://bdh-rd.bne.es/epub.vm?id=0000191708&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000191708&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1NmHdOtUfwR-nTnt7yOCv5xdfCTcQqn1-
Colección de artículos,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000099734&name=00000001.epub&attachment=Colecci%C3%B3n%20de%20art%C3%ADculos.epub,https://bdh-rd.bne.es/epub.vm?id=0000099734&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000099734&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1603wU0jg1PzA8UVakB32WNJd01J3fmdj
Letters from Spain,Inglés,Lectura rápida,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000214877&name=00000001.epub&attachment=Letters%20from%20Spain.epub,https://bdh-rd.bne.es/epub.vm?id=0000214877&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000214877&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1a17BBePsE-VxEK8J-QjzsQbrMDClEE1k
La carrera de Catalina novela,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000217979&name=00000001.epub&attachment=La%20carrera%20de%20Catalina%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000217979&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000217979&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1vxXjn4-R7RYgYHN9ZZwdDCe-AuzKiL00
De mi cosecha : cuentos varios,Español,Lectura rápida,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000201322&name=00000001.epub&attachment=De%20mi%20cosecha%20%3A%20cuentos%20varios.epub,https://bdh-rd.bne.es/epub.vm?id=0000201322&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201322&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1zvWQyC9psSPnwpvLztbF04D6ozNzgt_U
Traducciones poéticas,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000129800&name=00000001.epub&attachment=Traducciones%20po%C3%A9ticas.epub,https://bdh-rd.bne.es/epub.vm?id=0000129800&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000129800&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1pg4thWgvSEc94w-JaOgQoAxtpe-xFthx
Los fermentos defensivos en la inmunidad natural y adquirida,Español,Lectura cómoda,Ciencias médicas,http://bdh-rd.bne.es/high.raw?id=0000107102&name=00000001.epub&attachment=Los%20fermentos%20defensivos%20en%20la%20inmunidad%20natural%20y%20adquirida.epub,https://bdh-rd.bne.es/epub.vm?id=0000107102&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107102&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1k3ipoIf5IS4m6EmlKYFW4ScMhqZwkxMc
Abel Sánchez : una historia de pasión,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200724&name=00000001.epub&attachment=Abel%20S%C3%A1nchez%20%3A%20una%20historia%20de%20pasi%C3%B3n.epub,https://bdh-rd.bne.es/epub.vm?id=0000200724&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200724&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1eIkR_Z9pfSjyMiPeoB87D3exwa0XRGhm
Abel Sánchez : una historia de pasión,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200724&name=00000001.epub&attachment=Abel%20S%C3%A1nchez%20%3A%20una%20historia%20de%20pasi%C3%B3n.epub,https://bdh-rd.bne.es/epub.vm?id=0000200724&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200724&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1eIkR_Z9pfSjyMiPeoB87D3exwa0XRGhm
El hermano Juan o El mundo es teatro : vieja comedia nueva,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201000&name=00000001.epub&attachment=El%20hermano%20Juan%20o%20El%20mundo%20es%20teatro%20%3A%20vieja%20comedia%20nueva.epub,https://bdh-rd.bne.es/epub.vm?id=0000201000&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201000&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1QioihD4FH9mHfZDr-Eu_impfl8xIkf5C
Niebla : (nivola),Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200718&name=00000001.epub&attachment=Niebla%20%3A%20%28nivola%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000200718&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200718&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1oEg3KnXZQZxYDme1pUAUoNxGbKHA_DC5
Paz en la guerra,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000200705&name=00000001.epub&attachment=Paz%20en%20la%20guerra.epub,https://bdh-rd.bne.es/epub.vm?id=0000200705&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200705&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1myNHG5UMvsoSOXZ7zgRP_Am0SqK-dbJl
La mujer de ellos : (novela),Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000110735&name=00000001.epub&attachment=La%20mujer%20de%20ellos%20%3A%20%28novela%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000110735&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000110735&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1fgysOtpPIeLv5r_ME7xVYtYD8Hq5CMhO
