Título,Idioma,Extensión,Colección,link_descarga,link_epub,image_url,enlace_drive_exp
"A los cuarenta y tantos años de ver toros recuerdos, reflexiones y cosas por el estilo de un aficionado",Español,Lectura rápida,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000253224&name=00000001.epub&attachment=A%20los%20cuarenta%20y%20tantos%20a%C3%B1os%20de%20ver%20toros%20recuerdos%2C%20reflexiones%20y%20cosas%20por%20el%20estilo%20de%20un%20aficionado.epub,https://bdh-rd.bne.es/epub.vm?id=0000253224&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253224&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=100aC8BhAYX-ZjwsFxdQmwPpxeMSXCnyR
"A los cuarenta y tantos años de ver toros recuerdos, reflexiones y cosas por el estilo de un aficionado",Español,Lectura rápida,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000253224&name=00000001.epub&attachment=A%20los%20cuarenta%20y%20tantos%20a%C3%B1os%20de%20ver%20toros%20recuerdos%2C%20reflexiones%20y%20cosas%20por%20el%20estilo%20de%20un%20aficionado.epub,https://bdh-rd.bne.es/epub.vm?id=0000253224&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253224&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=100aC8BhAYX-ZjwsFxdQmwPpxeMSXCnyR
"A los cuarenta y tantos años de ver toros recuerdos, reflexiones y cosas por el estilo de un aficionado",Español,Lectura rápida,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000253224&name=00000001.epub&attachment=A%20los%20cuarenta%20y%20tantos%20a%C3%B1os%20de%20ver%20toros%20recuerdos%2C%20reflexiones%20y%20cosas%20por%20el%20estilo%20de%20un%20aficionado.epub,https://bdh-rd.bne.es/epub.vm?id=0000253224&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253224&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=100aC8BhAYX-ZjwsFxdQmwPpxeMSXCnyR
"A los cuarenta y tantos años de ver toros recuerdos, reflexiones y cosas por el estilo de un aficionado",Español,Lectura rápida,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000253224&name=00000001.epub&attachment=A%20los%20cuarenta%20y%20tantos%20a%C3%B1os%20de%20ver%20toros%20recuerdos%2C%20reflexiones%20y%20cosas%20por%20el%20estilo%20de%20un%20aficionado.epub,https://bdh-rd.bne.es/epub.vm?id=0000253224&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253224&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=100aC8BhAYX-ZjwsFxdQmwPpxeMSXCnyR
Chispas,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000246156&name=00000001.epub&attachment=Chispas.epub,https://bdh-rd.bne.es/epub.vm?id=0000246156&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000246156&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1QuN7J3sXBE6mRYzovZcmZU5O0FUgFLBl
En serio y en broma,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000246833&name=00000001.epub&attachment=En%20serio%20y%20en%20broma.epub,https://bdh-rd.bne.es/epub.vm?id=0000246833&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000246833&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1MUQRdXYkrAsbgloqZm1VOIVMERC2HV_1
La cuestión palpitante,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000201265&name=00000001.epub&attachment=La%20cuesti%C3%B3n%20palpitante.epub,https://bdh-rd.bne.es/epub.vm?id=0000201265&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201265&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1U5VeL-B-eWFDsmL2d9fejSyjwdXKTTsi
El tesoro de Gastón : novela,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000173940&name=00000001.epub&attachment=El%20tesoro%20de%20Gast%C3%B3n%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000173940&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000173940&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=11qot8Pk6M6r6NDw21st8v7iEoEcBQHIe
Flora ó la educación de una niña,Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000055820&name=00000001.epub&attachment=Flora%20%C3%B3%20la%20educaci%C3%B3n%20de%20una%20ni%C3%B1a.epub,https://bdh-rd.bne.es/epub.vm?id=0000055820&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000055820&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1rdQsJYWthwttEmyiLBRME7YY_7fmun0P
La educación de la voluntad,Español,Lectura sustanciosa,Traducción,http://bdh-rd.bne.es/high.raw?id=0000244049&name=00000001.epub&attachment=La%20educaci%C3%B3n%20de%20la%20voluntad.epub,https://bdh-rd.bne.es/epub.vm?id=0000244049&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000244049&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1SwLJZBRopnr8NpYmWfhlMWrvdS0RFiza
La España de la Edad Media : [estudio crítico histórico],Español,Lectura sustanciosa,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000050012&name=00000001.epub&attachment=La%20Espa%C3%B1a%20de%20la%20Edad%20Media%20%3A%20%5Bestudio%20cr%C3%ADtico%20hist%C3%B3rico%5D.epub,https://bdh-rd.bne.es/epub.vm?id=0000050012&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000050012&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1FDxlE_E5UFrB5iCXquRWiLfKOBfx0oXI
El poema de los besos albas sangrientas,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000043766&name=00000001.epub&attachment=El%20poema%20de%20los%20besos%20albas%20sangrientas.epub,https://bdh-rd.bne.es/epub.vm?id=0000043766&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000043766&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1q5ZR1hRyKVHzHH3IbfrE4ekuBLRpXcCI
Cantares,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000202799&name=00000001.epub&attachment=Cantares.epub,https://bdh-rd.bne.es/epub.vm?id=0000202799&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000202799&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=10KfPLA26UNRyjmGibvfCD15OiYBXTV14
La casa de Shakespeare Portugal ; De vuelta de Italia,Español,Lectura cómoda,Viajes,http://bdh-rd.bne.es/high.raw?id=0000083792&name=00000001.epub&attachment=La%20casa%20de%20Shakespeare%20Portugal%20%3B%20De%20vuelta%20de%20Italia.epub,https://bdh-rd.bne.es/epub.vm?id=0000083792&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000083792&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=11SpRX1A6FG4xgJJdp3C_fPJsI5A0StCv
Montes de Oca,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201209&name=00000001.epub&attachment=Montes%20de%20Oca.epub,https://bdh-rd.bne.es/epub.vm?id=0000201209&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201209&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12hFsjXSpDwxlWwZ-i2onR8H46N_P2gKF
La sombra ; Celín ; Tropiquillos ; Theros,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000206849&name=00000001.epub&attachment=La%20sombra%20%3B%20Cel%C3%ADn%20%3B%20Tropiquillos%20%3B%20Theros.epub,https://bdh-rd.bne.es/epub.vm?id=0000206849&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000206849&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1bVoyQ3iE7pWU0R_fLdL6ExluM7aOUF_C
La Fornarina Cancionista (su historia. 1884-1915),Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000256240&name=00000001.epub&attachment=La%20Fornarina%20Cancionista%20%28su%20historia.%201884-1915%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000256240&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000256240&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1-_1rGsVOSv1cYXgzYuKtNzEej7D8oiMj
Las brujas Ir por lana,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000099110&name=00000001.epub&attachment=Las%20brujas%20Ir%20por%20lana.epub,https://bdh-rd.bne.es/epub.vm?id=0000099110&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000099110&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1g9RwGbvOUm61Asbn5cy2yWCs5aT64iS0
Popol vuh libro sagrado del Quiché,Español,Lectura cómoda,Magia,http://bdh-rd.bne.es/high.raw?id=0000038456&name=00000001.epub&attachment=Popol%20vuh%20libro%20sagrado%20del%20Quich%C3%A9.epub,https://bdh-rd.bne.es/epub.vm?id=0000038456&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000038456&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jDRBryT4ZnSdFkbKVqwg6Jhv0Uifb_o-
"Los ""Protocolos"" de los ""Sabios Ancianos"" de Sión",Español,Lectura cómoda,Religión y Mística,http://bdh-rd.bne.es/high.raw?id=0000052775&name=00000001.epub&attachment=Los%20%22Protocolos%22%20de%20los%20%22Sabios%20Ancianos%22%20de%20Si%C3%B3n.epub,https://bdh-rd.bne.es/epub.vm?id=0000052775&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000052775&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1vzbhXIjPbLdSoxsTsxgR-feu_G3dwlQg
La pornocracia o la mujer en nuestros tiempos,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000140159&name=00000001.epub&attachment=La%20pornocracia%20o%20la%20mujer%20en%20nuestros%20tiempos.epub,https://bdh-rd.bne.es/epub.vm?id=0000140159&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000140159&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1b-OvJdCHqlh5uEnWwQQGVa5tr1o-dOSE
Los israelitas españoles y el idioma castellano,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201945&name=00000001.epub&attachment=Los%20israelitas%20espa%C3%B1oles%20y%20el%20idioma%20castellano.epub,https://bdh-rd.bne.es/epub.vm?id=0000201945&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201945&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1yDJEupCPlavIF7o4rmcEBrIYmkR8OKHC
La vida política en España,Español,Lectura cómoda,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000231856&name=00000001.epub&attachment=La%20vida%20pol%C3%ADtica%20en%20Espa%C3%B1a.epub,https://bdh-rd.bne.es/epub.vm?id=0000231856&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000231856&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=18FRRb8tUP39RUhOYeSNYJ37NcKN1PP8Z
Ramillete de violetas : poesías y apuntes biográficos del poeta cordobés Enrique Redel,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000076343&name=00000001.epub&attachment=Ramillete%20de%20violetas%20%3A%20poes%C3%ADas%20y%20apuntes%20biogr%C3%A1ficos%20del%20poeta%20cordob%C3%A9s%20Enrique%20Redel.epub,https://bdh-rd.bne.es/epub.vm?id=0000076343&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076343&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Ik4n1e9LyFnvOHd4jHGGfO1UcqE5pOKR
Béticas poesías,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000174068&name=00000001.epub&attachment=B%C3%A9ticas%20poes%C3%ADas.epub,https://bdh-rd.bne.es/epub.vm?id=0000174068&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000174068&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12F9vY52Qs3ccB3w2fCF0mBnZno0D8sEN
De mis parrales cuentos andaluces,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000245413&name=00000001.epub&attachment=De%20mis%20parrales%20cuentos%20andaluces.epub,https://bdh-rd.bne.es/epub.vm?id=0000245413&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000245413&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1T3ZBOEOovBJnWapUkpq7X4UHt14Lu30o
Romances andaluces,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000167908&name=00000001.epub&attachment=Romances%20andaluces.epub,https://bdh-rd.bne.es/epub.vm?id=0000167908&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000167908&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1hAwlUIAeHvyJvXWdEhvFsTaABKBMW6hA
Historia de la música árabe medieval y su influencia en la española,Español,Lectura sustanciosa,Historia del Arte,http://bdh-rd.bne.es/high.raw?id=0000201473&name=00000001.epub&attachment=Historia%20de%20la%20m%C3%BAsica%20%C3%A1rabe%20medieval%20y%20su%20influencia%20en%20la%20espa%C3%B1ola.epub,https://bdh-rd.bne.es/epub.vm?id=0000201473&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201473&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1sJ7BovUFwa2h4QdCfN8rU30XHk1x9UP3
Miopita novela,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000288612&name=00000001.epub&attachment=Miopita%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000288612&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000288612&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1CW2aOozagVqgXyXZPVoNqinWBzWenwHG
Calvario y Tabor novela histórica y de costumbres,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000008360&name=00000001.epub&attachment=Calvario%20y%20Tabor%20novela%20hist%C3%B3rica%20y%20de%20costumbres.epub,https://bdh-rd.bne.es/epub.vm?id=0000008360&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000008360&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1g2uiMr9yGnMNEatH5HiVq5tlmhNjYfMa
Cuentos del general,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000129828&name=00000001.epub&attachment=Cuentos%20del%20general.epub,https://bdh-rd.bne.es/epub.vm?id=0000129828&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000129828&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1H3ewSIpKo9OETKsNVM_U0AiKASkKzqko
Hojas de mi álbum,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000228133&name=00000001.epub&attachment=Hojas%20de%20mi%20%C3%A1lbum.epub,https://bdh-rd.bne.es/epub.vm?id=0000228133&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000228133&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Aaoza-DNGHzOh1vPWqwCoDYKvVBiI_Eo
Manuel Milà i Fontanals notes biogràfiques i crítiques...,Catalán,Lectura rápida,Biografías,http://bdh-rd.bne.es/high.raw?id=0000228079&name=00000001.epub&attachment=Manuel%20Mil%C3%A0%20i%20Fontanals%20notes%20biogr%C3%A0fiques%20i%20cr%C3%ADtiques....epub,https://bdh-rd.bne.es/epub.vm?id=0000228079&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000228079&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Uw5wVtNEtdmdfL-SKzo5fO2w9BUpliol
